t, q0, q1, q0ref, q1ref 
0.000000, -1.000000, 0.000000, -1.000000, 0.000000 
0.000250, -1.000000, -0.000000, -1.000000, 0.000000 
0.000500, -0.999999, -0.000002, -1.000000, 0.000000 
0.000750, -0.999997, -0.000003, -1.000000, 0.000000 
0.001000, -0.999995, -0.000005, -1.000000, 0.000000 
0.001250, -0.999993, -0.000008, -1.000000, 0.000000 
0.001500, -0.999990, -0.000011, -1.000000, 0.000000 
0.001750, -0.999986, -0.000014, -1.000000, 0.000000 
0.002000, -0.999983, -0.000017, -1.000000, 0.000000 
0.002250, -0.999978, -0.000020, -1.000000, 0.000000 
0.002500, -0.999974, -0.000023, -1.000000, 0.000000 
0.002750, -0.999969, -0.000027, -1.000000, 0.000000 
0.003000, -0.999963, -0.000030, -1.000000, 0.000000 
0.003250, -0.999958, -0.000034, -1.000000, 0.000000 
0.003500, -0.999952, -0.000037, -1.000000, 0.000000 
0.003750, -0.999945, -0.000040, -1.000000, 0.000000 
0.004000, -0.999939, -0.000044, -1.000000, 0.000000 
0.004250, -0.999931, -0.000047, -1.000000, 0.000000 
0.004500, -0.999924, -0.000050, -1.000000, 0.000000 
0.004750, -0.999916, -0.000053, -1.000000, 0.000000 
0.005000, -0.999908, -0.000056, -1.000000, 0.000000 
0.005250, -0.999900, -0.000059, -1.000000, 0.000000 
0.005500, -0.999891, -0.000061, -1.000000, 0.000000 
0.005750, -0.999882, -0.000064, -1.000000, 0.000000 
0.006000, -0.999873, -0.000067, -1.000000, 0.000000 
0.006250, -0.999863, -0.000069, -1.000000, 0.000000 
0.006500, -0.999853, -0.000072, -1.000000, 0.000000 
0.006750, -0.999843, -0.000074, -1.000000, 0.000000 
0.007000, -0.999833, -0.000076, -1.000000, 0.000000 
0.007250, -0.999822, -0.000078, -1.000000, 0.000000 
0.007500, -0.999811, -0.000080, -1.000000, 0.000000 
0.007750, -0.999799, -0.000082, -1.000000, 0.000000 
0.008000, -0.999787, -0.000084, -1.000000, 0.000000 
0.008250, -0.999775, -0.000085, -1.000000, 0.000000 
0.008500, -0.999763, -0.000087, -1.000000, 0.000000 
0.008750, -0.999750, -0.000088, -1.000000, 0.000000 
0.009000, -0.999738, -0.000090, -1.000000, 0.000000 
0.009250, -0.999724, -0.000091, -1.000000, 0.000000 
0.009500, -0.999711, -0.000092, -1.000000, 0.000000 
0.009750, -0.999697, -0.000093, -1.000000, 0.000000 
0.010000, -0.999683, -0.000094, -1.000000, 0.000000 
0.010250, -0.999669, -0.000095, -1.000000, 0.000000 
0.010500, -0.999654, -0.000095, -1.000000, 0.000000 
0.010750, -0.999639, -0.000096, -1.000000, 0.000000 
0.011000, -0.999624, -0.000096, -1.000000, 0.000000 
0.011250, -0.999609, -0.000097, -1.000000, 0.000000 
0.011500, -0.999593, -0.000097, -1.000000, 0.000000 
0.011750, -0.999577, -0.000097, -1.000000, 0.000000 
0.012000, -0.999561, -0.000097, -1.000000, 0.000000 
0.012250, -0.999544, -0.000097, -1.000000, 0.000000 
0.012500, -0.999527, -0.000097, -1.000000, 0.000000 
0.012750, -0.999510, -0.000097, -1.000000, 0.000000 
0.013000, -0.999493, -0.000097, -1.000000, 0.000000 
0.013250, -0.999475, -0.000096, -1.000000, 0.000000 
0.013500, -0.999457, -0.000096, -1.000000, 0.000000 
0.013750, -0.999439, -0.000095, -1.000000, 0.000000 
0.014000, -0.999421, -0.000094, -1.000000, 0.000000 
0.014250, -0.999402, -0.000094, -1.000000, 0.000000 
0.014500, -0.999383, -0.000093, -1.000000, 0.000000 
0.014750, -0.999364, -0.000092, -1.000000, 0.000000 
0.015000, -0.999344, -0.000091, -1.000000, 0.000000 
0.015250, -0.999324, -0.000089, -1.000000, 0.000000 
0.015500, -0.999304, -0.000088, -1.000000, 0.000000 
0.015750, -0.999284, -0.000087, -1.000000, 0.000000 
0.016000, -0.999264, -0.000085, -1.000000, 0.000000 
0.016250, -0.999243, -0.000084, -1.000000, 0.000000 
0.016500, -0.999222, -0.000082, -1.000000, 0.000000 
0.016750, -0.999201, -0.000080, -1.000000, 0.000000 
0.017000, -0.999179, -0.000078, -1.000000, 0.000000 
0.017250, -0.999157, -0.000077, -1.000000, 0.000000 
0.017500, -0.999135, -0.000075, -1.000000, 0.000000 
0.017750, -0.999113, -0.000072, -1.000000, 0.000000 
0.018000, -0.999091, -0.000070, -1.000000, 0.000000 
0.018250, -0.999068, -0.000068, -1.000000, 0.000000 
0.018500, -0.999045, -0.000065, -1.000000, 0.000000 
0.018750, -0.999022, -0.000063, -1.000000, 0.000000 
0.019000, -0.998998, -0.000060, -1.000000, 0.000000 
0.019250, -0.998975, -0.000058, -1.000000, 0.000000 
0.019500, -0.998951, -0.000055, -1.000000, 0.000000 
0.019750, -0.998927, -0.000052, -1.000000, 0.000000 
0.020000, -0.998902, -0.000049, -1.000000, 0.000000 
0.020250, -0.998878, -0.000046, -1.000000, 0.000000 
0.020500, -0.998853, -0.000043, -1.000000, 0.000000 
0.020750, -0.998828, -0.000040, -1.000000, 0.000000 
0.021000, -0.998802, -0.000037, -1.000000, 0.000000 
0.021250, -0.998777, -0.000033, -1.000000, 0.000000 
0.021500, -0.998751, -0.000030, -1.000000, 0.000000 
0.021750, -0.998725, -0.000026, -1.000000, 0.000000 
0.022000, -0.998699, -0.000023, -1.000000, 0.000000 
0.022250, -0.998673, -0.000019, -1.000000, 0.000000 
0.022500, -0.998646, -0.000015, -1.000000, 0.000000 
0.022750, -0.998619, -0.000011, -1.000000, 0.000000 
0.023000, -0.998592, -0.000008, -1.000000, 0.000000 
0.023250, -0.998565, -0.000004, -1.000000, 0.000000 
0.023500, -0.998537, 0.000001, -1.000000, 0.000000 
0.023750, -0.998509, 0.000005, -1.000000, 0.000000 
0.024000, -0.998482, 0.000009, -1.000000, 0.000000 
0.024250, -0.998453, 0.000013, -1.000000, 0.000000 
0.024500, -0.998425, 0.000018, -1.000000, 0.000000 
0.024750, -0.998396, 0.000022, -1.000000, 0.000000 
0.025000, -0.998368, 0.000027, -1.000000, 0.000000 
0.025250, -0.998339, 0.000032, -1.000000, 0.000000 
0.025500, -0.998309, 0.000036, -1.000000, 0.000000 
0.025750, -0.998280, 0.000041, -1.000000, 0.000000 
0.026000, -0.998250, 0.000046, -1.000000, 0.000000 
0.026250, -0.998221, 0.000051, -1.000000, 0.000000 
0.026500, -0.998191, 0.000056, -1.000000, 0.000000 
0.026750, -0.998160, 0.000061, -1.000000, 0.000000 
0.027000, -0.998130, 0.000066, -1.000000, 0.000000 
0.027250, -0.998099, 0.000072, -1.000000, 0.000000 
0.027500, -0.998069, 0.000077, -1.000000, 0.000000 
0.027750, -0.998038, 0.000082, -1.000000, 0.000000 
0.028000, -0.998006, 0.000088, -1.000000, 0.000000 
0.028250, -0.997975, 0.000093, -1.000000, 0.000000 
0.028500, -0.997944, 0.000099, -1.000000, 0.000000 
0.028750, -0.997912, 0.000105, -1.000000, 0.000000 
0.029000, -0.997880, 0.000110, -1.000000, 0.000000 
0.029250, -0.997848, 0.000116, -1.000000, 0.000000 
0.029500, -0.997815, 0.000122, -1.000000, 0.000000 
0.029750, -0.997783, 0.000128, -1.000000, 0.000000 
0.030000, -0.997750, 0.000134, -1.000000, 0.000000 
0.030250, -0.997717, 0.000140, -1.000000, 0.000000 
0.030500, -0.997684, 0.000147, -1.000000, 0.000000 
0.030750, -0.997651, 0.000153, -1.000000, 0.000000 
0.031000, -0.997617, 0.000159, -1.000000, 0.000000 
0.031250, -0.997584, 0.000166, -1.000000, 0.000000 
0.031500, -0.997550, 0.000172, -1.000000, 0.000000 
0.031750, -0.997516, 0.000179, -1.000000, 0.000000 
0.032000, -0.997482, 0.000185, -1.000000, 0.000000 
0.032250, -0.997448, 0.000192, -1.000000, 0.000000 
0.032500, -0.997413, 0.000199, -1.000000, 0.000000 
0.032750, -0.997378, 0.000206, -1.000000, 0.000000 
0.033000, -0.997344, 0.000212, -1.000000, 0.000000 
0.033250, -0.997309, 0.000219, -1.000000, 0.000000 
0.033500, -0.997273, 0.000226, -1.000000, 0.000000 
0.033750, -0.997238, 0.000234, -1.000000, 0.000000 
0.034000, -0.997202, 0.000241, -1.000000, 0.000000 
0.034250, -0.997167, 0.000248, -1.000000, 0.000000 
0.034500, -0.997131, 0.000255, -1.000000, 0.000000 
0.034750, -0.997095, 0.000263, -1.000000, 0.000000 
0.035000, -0.997059, 0.000270, -1.000000, 0.000000 
0.035250, -0.997022, 0.000277, -1.000000, 0.000000 
0.035500, -0.996986, 0.000285, -1.000000, 0.000000 
0.035750, -0.996949, 0.000292, -1.000000, 0.000000 
0.036000, -0.996912, 0.000300, -1.000000, 0.000000 
0.036250, -0.996875, 0.000308, -1.000000, 0.000000 
0.036500, -0.996838, 0.000316, -1.000000, 0.000000 
0.036750, -0.996801, 0.000323, -1.000000, 0.000000 
0.037000, -0.996764, 0.000331, -1.000000, 0.000000 
0.037250, -0.996726, 0.000339, -1.000000, 0.000000 
0.037500, -0.996688, 0.000347, -1.000000, 0.000000 
0.037750, -0.996650, 0.000355, -1.000000, 0.000000 
0.038000, -0.996612, 0.000363, -1.000000, 0.000000 
0.038250, -0.996574, 0.000372, -1.000000, 0.000000 
0.038500, -0.996536, 0.000380, -1.000000, 0.000000 
0.038750, -0.996497, 0.000388, -1.000000, 0.000000 
0.039000, -0.996459, 0.000397, -1.000000, 0.000000 
0.039250, -0.996420, 0.000405, -1.000000, 0.000000 
0.039500, -0.996381, 0.000413, -1.000000, 0.000000 
0.039750, -0.996342, 0.000422, -1.000000, 0.000000 
0.040000, -0.996303, 0.000431, -1.000000, 0.000000 
0.040250, -0.996263, 0.000439, -1.000000, 0.000000 
0.040500, -0.996224, 0.000448, -1.000000, 0.000000 
0.040750, -0.996184, 0.000457, -1.000000, 0.000000 
0.041000, -0.996144, 0.000465, -1.000000, 0.000000 
0.041250, -0.996104, 0.000474, -1.000000, 0.000000 
0.041500, -0.996064, 0.000483, -1.000000, 0.000000 
0.041750, -0.996024, 0.000492, -1.000000, 0.000000 
0.042000, -0.995984, 0.000501, -1.000000, 0.000000 
0.042250, -0.995943, 0.000510, -1.000000, 0.000000 
0.042500, -0.995903, 0.000519, -1.000000, 0.000000 
0.042750, -0.995862, 0.000529, -1.000000, 0.000000 
0.043000, -0.995821, 0.000538, -1.000000, 0.000000 
0.043250, -0.995780, 0.000547, -1.000000, 0.000000 
0.043500, -0.995739, 0.000556, -1.000000, 0.000000 
0.043750, -0.995698, 0.000566, -1.000000, 0.000000 
0.044000, -0.995657, 0.000575, -1.000000, 0.000000 
0.044250, -0.995615, 0.000585, -1.000000, 0.000000 
0.044500, -0.995573, 0.000594, -1.000000, 0.000000 
0.044750, -0.995532, 0.000604, -1.000000, 0.000000 
0.045000, -0.995490, 0.000613, -1.000000, 0.000000 
0.045250, -0.995448, 0.000623, -1.000000, 0.000000 
0.045500, -0.995406, 0.000633, -1.000000, 0.000000 
0.045750, -0.995364, 0.000643, -1.000000, 0.000000 
0.046000, -0.995321, 0.000652, -1.000000, 0.000000 
0.046250, -0.995279, 0.000662, -1.000000, 0.000000 
0.046500, -0.995236, 0.000672, -1.000000, 0.000000 
0.046750, -0.995194, 0.000682, -1.000000, 0.000000 
0.047000, -0.995151, 0.000692, -1.000000, 0.000000 
0.047250, -0.995108, 0.000702, -1.000000, 0.000000 
0.047500, -0.995065, 0.000712, -1.000000, 0.000000 
0.047750, -0.995022, 0.000722, -1.000000, 0.000000 
0.048000, -0.994978, 0.000733, -1.000000, 0.000000 
0.048250, -0.994935, 0.000743, -1.000000, 0.000000 
0.048500, -0.994892, 0.000753, -1.000000, 0.000000 
0.048750, -0.994848, 0.000763, -1.000000, 0.000000 
0.049000, -0.994804, 0.000774, -1.000000, 0.000000 
0.049250, -0.994761, 0.000784, -1.000000, 0.000000 
0.049500, -0.994717, 0.000795, -1.000000, 0.000000 
0.049750, -0.994673, 0.000805, -1.000000, 0.000000 
0.050000, -0.994629, 0.000816, -1.000000, 0.000000 
0.050250, -0.994584, 0.000826, -1.000000, 0.000000 
0.050500, -0.994540, 0.000837, -1.000000, 0.000000 
0.050750, -0.994496, 0.000848, -1.000000, 0.000000 
0.051000, -0.994451, 0.000858, -1.000000, 0.000000 
0.051250, -0.994407, 0.000869, -1.000000, 0.000000 
0.051500, -0.994362, 0.000880, -1.000000, 0.000000 
0.051750, -0.994317, 0.000891, -1.000000, 0.000000 
0.052000, -0.994272, 0.000901, -1.000000, 0.000000 
0.052250, -0.994227, 0.000912, -1.000000, 0.000000 
0.052500, -0.994182, 0.000923, -1.000000, 0.000000 
0.052750, -0.994137, 0.000934, -1.000000, 0.000000 
0.053000, -0.994092, 0.000945, -1.000000, 0.000000 
0.053250, -0.994046, 0.000956, -1.000000, 0.000000 
0.053500, -0.994001, 0.000967, -1.000000, 0.000000 
0.053750, -0.993955, 0.000979, -1.000000, 0.000000 
0.054000, -0.993910, 0.000990, -1.000000, 0.000000 
0.054250, -0.993864, 0.001001, -1.000000, 0.000000 
0.054500, -0.993818, 0.001012, -1.000000, 0.000000 
0.054750, -0.993772, 0.001023, -1.000000, 0.000000 
0.055000, -0.993726, 0.001035, -1.000000, 0.000000 
0.055250, -0.993680, 0.001046, -1.000000, 0.000000 
0.055500, -0.993634, 0.001058, -1.000000, 0.000000 
0.055750, -0.993588, 0.001069, -1.000000, 0.000000 
0.056000, -0.993542, 0.001080, -1.000000, 0.000000 
0.056250, -0.993495, 0.001092, -1.000000, 0.000000 
0.056500, -0.993449, 0.001103, -1.000000, 0.000000 
0.056750, -0.993402, 0.001115, -1.000000, 0.000000 
0.057000, -0.993356, 0.001127, -1.000000, 0.000000 
0.057250, -0.993309, 0.001138, -1.000000, 0.000000 
0.057500, -0.993262, 0.001150, -1.000000, 0.000000 
0.057750, -0.993215, 0.001162, -1.000000, 0.000000 
0.058000, -0.993168, 0.001173, -1.000000, 0.000000 
0.058250, -0.993121, 0.001185, -1.000000, 0.000000 
0.058500, -0.993074, 0.001197, -1.000000, 0.000000 
0.058750, -0.993027, 0.001209, -1.000000, 0.000000 
0.059000, -0.992980, 0.001221, -1.000000, 0.000000 
0.059250, -0.992933, 0.001232, -1.000000, 0.000000 
0.059500, -0.992885, 0.001244, -1.000000, 0.000000 
0.059750, -0.992838, 0.001256, -1.000000, 0.000000 
0.060000, -0.992790, 0.001268, -1.000000, 0.000000 
0.060250, -0.992743, 0.001280, -1.000000, 0.000000 
0.060500, -0.992695, 0.001292, -1.000000, 0.000000 
0.060750, -0.992647, 0.001304, -1.000000, 0.000000 
0.061000, -0.992600, 0.001317, -1.000000, 0.000000 
0.061250, -0.992552, 0.001329, -1.000000, 0.000000 
0.061500, -0.992504, 0.001341, -1.000000, 0.000000 
0.061750, -0.992456, 0.001353, -1.000000, 0.000000 
0.062000, -0.992408, 0.001365, -1.000000, 0.000000 
0.062250, -0.992360, 0.001377, -1.000000, 0.000000 
0.062500, -0.992312, 0.001390, -1.000000, 0.000000 
0.062750, -0.992263, 0.001402, -1.000000, 0.000000 
0.063000, -0.992215, 0.001414, -1.000000, 0.000000 
0.063250, -0.992167, 0.001427, -1.000000, 0.000000 
0.063500, -0.992118, 0.001439, -1.000000, 0.000000 
0.063750, -0.992070, 0.001451, -1.000000, 0.000000 
0.064000, -0.992021, 0.001464, -1.000000, 0.000000 
0.064250, -0.991973, 0.001476, -1.000000, 0.000000 
0.064500, -0.991924, 0.001489, -1.000000, 0.000000 
0.064750, -0.991875, 0.001501, -1.000000, 0.000000 
0.065000, -0.991827, 0.001514, -1.000000, 0.000000 
0.065250, -0.991778, 0.001526, -1.000000, 0.000000 
0.065500, -0.991729, 0.001539, -1.000000, 0.000000 
0.065750, -0.991680, 0.001552, -1.000000, 0.000000 
0.066000, -0.991631, 0.001564, -1.000000, 0.000000 
0.066250, -0.991582, 0.001577, -1.000000, 0.000000 
0.066500, -0.991533, 0.001590, -1.000000, 0.000000 
0.066750, -0.991484, 0.001602, -1.000000, 0.000000 
0.067000, -0.991435, 0.001615, -1.000000, 0.000000 
0.067250, -0.991386, 0.001628, -1.000000, 0.000000 
0.067500, -0.991337, 0.001640, -1.000000, 0.000000 
0.067750, -0.991287, 0.001653, -1.000000, 0.000000 
0.068000, -0.991238, 0.001666, -1.000000, 0.000000 
0.068250, -0.991189, 0.001679, -1.000000, 0.000000 
0.068500, -0.991139, 0.001692, -1.000000, 0.000000 
0.068750, -0.991090, 0.001705, -1.000000, 0.000000 
0.069000, -0.991040, 0.001718, -1.000000, 0.000000 
0.069250, -0.990991, 0.001730, -1.000000, 0.000000 
0.069500, -0.990941, 0.001743, -1.000000, 0.000000 
0.069750, -0.990892, 0.001756, -1.000000, 0.000000 
0.070000, -0.990842, 0.001769, -1.000000, 0.000000 
0.070250, -0.990792, 0.001782, -1.000000, 0.000000 
0.070500, -0.990743, 0.001795, -1.000000, 0.000000 
0.070750, -0.990693, 0.001808, -1.000000, 0.000000 
0.071000, -0.990643, 0.001821, -1.000000, 0.000000 
0.071250, -0.990593, 0.001835, -1.000000, 0.000000 
0.071500, -0.990543, 0.001848, -1.000000, 0.000000 
0.071750, -0.990494, 0.001861, -1.000000, 0.000000 
0.072000, -0.990444, 0.001874, -1.000000, 0.000000 
0.072250, -0.990394, 0.001887, -1.000000, 0.000000 
0.072500, -0.990344, 0.001900, -1.000000, 0.000000 
0.072750, -0.990294, 0.001913, -1.000000, 0.000000 
0.073000, -0.990244, 0.001927, -1.000000, 0.000000 
0.073250, -0.990194, 0.001940, -1.000000, 0.000000 
0.073500, -0.990143, 0.001953, -1.000000, 0.000000 
0.073750, -0.990093, 0.001966, -1.000000, 0.000000 
0.074000, -0.990043, 0.001980, -1.000000, 0.000000 
0.074250, -0.989993, 0.001993, -1.000000, 0.000000 
0.074500, -0.989943, 0.002006, -1.000000, 0.000000 
0.074750, -0.989892, 0.002019, -1.000000, 0.000000 
0.075000, -0.989842, 0.002033, -1.000000, 0.000000 
0.075250, -0.989792, 0.002046, -1.000000, 0.000000 
0.075500, -0.989741, 0.002059, -1.000000, 0.000000 
0.075750, -0.989691, 0.002073, -1.000000, 0.000000 
0.076000, -0.989641, 0.002086, -1.000000, 0.000000 
0.076250, -0.989590, 0.002100, -1.000000, 0.000000 
0.076500, -0.989540, 0.002113, -1.000000, 0.000000 
0.076750, -0.989490, 0.002126, -1.000000, 0.000000 
0.077000, -0.989439, 0.002140, -1.000000, 0.000000 
0.077250, -0.989389, 0.002153, -1.000000, 0.000000 
0.077500, -0.989338, 0.002167, -1.000000, 0.000000 
0.077750, -0.989288, 0.002180, -1.000000, 0.000000 
0.078000, -0.989237, 0.002194, -1.000000, 0.000000 
0.078250, -0.989186, 0.002207, -1.000000, 0.000000 
0.078500, -0.989136, 0.002221, -1.000000, 0.000000 
0.078750, -0.989085, 0.002234, -1.000000, 0.000000 
0.079000, -0.989035, 0.002248, -1.000000, 0.000000 
0.079250, -0.988984, 0.002261, -1.000000, 0.000000 
0.079500, -0.988933, 0.002275, -1.000000, 0.000000 
0.079750, -0.988883, 0.002289, -1.000000, 0.000000 
0.080000, -0.988832, 0.002302, -1.000000, 0.000000 
0.080250, -0.988782, 0.002316, -1.000000, 0.000000 
0.080500, -0.988731, 0.002329, -1.000000, 0.000000 
0.080750, -0.988680, 0.002343, -1.000000, 0.000000 
0.081000, -0.988629, 0.002357, -1.000000, 0.000000 
0.081250, -0.988579, 0.002370, -1.000000, 0.000000 
0.081500, -0.988528, 0.002384, -1.000000, 0.000000 
0.081750, -0.988477, 0.002398, -1.000000, 0.000000 
0.082000, -0.988427, 0.002411, -1.000000, 0.000000 
0.082250, -0.988376, 0.002425, -1.000000, 0.000000 
0.082500, -0.988325, 0.002439, -1.000000, 0.000000 
0.082750, -0.988274, 0.002452, -1.000000, 0.000000 
0.083000, -0.988224, 0.002466, -1.000000, 0.000000 
0.083250, -0.988173, 0.002480, -1.000000, 0.000000 
0.083500, -0.988122, 0.002493, -1.000000, 0.000000 
0.083750, -0.988071, 0.002507, -1.000000, 0.000000 
0.084000, -0.988020, 0.002521, -1.000000, 0.000000 
0.084250, -0.987970, 0.002535, -1.000000, 0.000000 
0.084500, -0.987919, 0.002548, -1.000000, 0.000000 
0.084750, -0.987868, 0.002562, -1.000000, 0.000000 
0.085000, -0.987817, 0.002576, -1.000000, 0.000000 
0.085250, -0.987767, 0.002590, -1.000000, 0.000000 
0.085500, -0.987716, 0.002603, -1.000000, 0.000000 
0.085750, -0.987665, 0.002617, -1.000000, 0.000000 
0.086000, -0.987614, 0.002631, -1.000000, 0.000000 
0.086250, -0.987563, 0.002645, -1.000000, 0.000000 
0.086500, -0.987513, 0.002659, -1.000000, 0.000000 
0.086750, -0.987462, 0.002672, -1.000000, 0.000000 
0.087000, -0.987411, 0.002686, -1.000000, 0.000000 
0.087250, -0.987360, 0.002700, -1.000000, 0.000000 
0.087500, -0.987309, 0.002714, -1.000000, 0.000000 
0.087750, -0.987259, 0.002728, -1.000000, 0.000000 
0.088000, -0.987208, 0.002742, -1.000000, 0.000000 
0.088250, -0.987157, 0.002755, -1.000000, 0.000000 
0.088500, -0.987106, 0.002769, -1.000000, 0.000000 
0.088750, -0.987056, 0.002783, -1.000000, 0.000000 
0.089000, -0.987005, 0.002797, -1.000000, 0.000000 
0.089250, -0.986954, 0.002811, -1.000000, 0.000000 
0.089500, -0.986904, 0.002825, -1.000000, 0.000000 
0.089750, -0.986853, 0.002839, -1.000000, 0.000000 
0.090000, -0.986802, 0.002852, -1.000000, 0.000000 
0.090250, -0.986751, 0.002866, -1.000000, 0.000000 
0.090500, -0.986701, 0.002880, -1.000000, 0.000000 
0.090750, -0.986650, 0.002894, -1.000000, 0.000000 
0.091000, -0.986599, 0.002908, -1.000000, 0.000000 
0.091250, -0.986549, 0.002922, -1.000000, 0.000000 
0.091500, -0.986498, 0.002936, -1.000000, 0.000000 
0.091750, -0.986448, 0.002949, -1.000000, 0.000000 
0.092000, -0.986397, 0.002963, -1.000000, 0.000000 
0.092250, -0.986346, 0.002977, -1.000000, 0.000000 
0.092500, -0.986296, 0.002991, -1.000000, 0.000000 
0.092750, -0.986245, 0.003005, -1.000000, 0.000000 
0.093000, -0.986195, 0.003019, -1.000000, 0.000000 
0.093250, -0.986144, 0.003033, -1.000000, 0.000000 
0.093500, -0.986094, 0.003047, -1.000000, 0.000000 
0.093750, -0.986043, 0.003061, -1.000000, 0.000000 
0.094000, -0.985993, 0.003074, -1.000000, 0.000000 
0.094250, -0.985942, 0.003088, -1.000000, 0.000000 
0.094500, -0.985892, 0.003102, -1.000000, 0.000000 
0.094750, -0.985841, 0.003116, -1.000000, 0.000000 
0.095000, -0.985791, 0.003130, -1.000000, 0.000000 
0.095250, -0.985740, 0.003144, -1.000000, 0.000000 
0.095500, -0.985690, 0.003158, -1.000000, 0.000000 
0.095750, -0.985640, 0.003172, -1.000000, 0.000000 
0.096000, -0.985589, 0.003186, -1.000000, 0.000000 
0.096250, -0.985539, 0.003199, -1.000000, 0.000000 
0.096500, -0.985489, 0.003213, -1.000000, 0.000000 
0.096750, -0.985438, 0.003227, -1.000000, 0.000000 
0.097000, -0.985388, 0.003241, -1.000000, 0.000000 
0.097250, -0.985338, 0.003255, -1.000000, 0.000000 
0.097500, -0.985288, 0.003269, -1.000000, 0.000000 
0.097750, -0.985238, 0.003283, -1.000000, 0.000000 
0.098000, -0.985187, 0.003297, -1.000000, 0.000000 
0.098250, -0.985137, 0.003310, -1.000000, 0.000000 
0.098500, -0.985087, 0.003324, -1.000000, 0.000000 
0.098750, -0.985037, 0.003338, -1.000000, 0.000000 
0.099000, -0.984987, 0.003352, -1.000000, 0.000000 
0.099250, -0.984937, 0.003366, -1.000000, 0.000000 
0.099500, -0.984887, 0.003380, -1.000000, 0.000000 
0.099750, -0.984837, 0.003394, -1.000000, 0.000000 
0.100000, -0.984787, 0.003407, -1.000000, 0.000000 
0.100250, -0.984737, 0.003421, -1.000000, 0.000000 
0.100500, -0.984687, 0.003435, -1.000000, 0.000000 
0.100750, -0.984638, 0.003449, -1.000000, 0.000000 
0.101000, -0.984588, 0.003463, -1.000000, 0.000000 
0.101250, -0.984538, 0.003477, -1.000000, 0.000000 
0.101500, -0.984488, 0.003491, -1.000000, 0.000000 
0.101750, -0.984438, 0.003504, -1.000000, 0.000000 
0.102000, -0.984389, 0.003518, -1.000000, 0.000000 
0.102250, -0.984339, 0.003532, -1.000000, 0.000000 
0.102500, -0.984289, 0.003546, -1.000000, 0.000000 
0.102750, -0.984240, 0.003560, -1.000000, 0.000000 
0.103000, -0.984190, 0.003573, -1.000000, 0.000000 
0.103250, -0.984141, 0.003587, -1.000000, 0.000000 
0.103500, -0.984091, 0.003601, -1.000000, 0.000000 
0.103750, -0.984042, 0.003615, -1.000000, 0.000000 
0.104000, -0.983992, 0.003629, -1.000000, 0.000000 
0.104250, -0.983943, 0.003642, -1.000000, 0.000000 
0.104500, -0.983894, 0.003656, -1.000000, 0.000000 
0.104750, -0.983844, 0.003670, -1.000000, 0.000000 
0.105000, -0.983795, 0.003684, -1.000000, 0.000000 
0.105250, -0.983746, 0.003697, -1.000000, 0.000000 
0.105500, -0.983696, 0.003711, -1.000000, 0.000000 
0.105750, -0.983647, 0.003725, -1.000000, 0.000000 
0.106000, -0.983598, 0.003738, -1.000000, 0.000000 
0.106250, -0.983549, 0.003752, -1.000000, 0.000000 
0.106500, -0.983500, 0.003766, -1.000000, 0.000000 
0.106750, -0.983451, 0.003780, -1.000000, 0.000000 
0.107000, -0.983402, 0.003793, -1.000000, 0.000000 
0.107250, -0.983353, 0.003807, -1.000000, 0.000000 
0.107500, -0.983304, 0.003821, -1.000000, 0.000000 
0.107750, -0.983255, 0.003834, -1.000000, 0.000000 
0.108000, -0.983206, 0.003848, -1.000000, 0.000000 
0.108250, -0.983157, 0.003862, -1.000000, 0.000000 
0.108500, -0.983109, 0.003875, -1.000000, 0.000000 
0.108750, -0.983060, 0.003889, -1.000000, 0.000000 
0.109000, -0.983011, 0.003903, -1.000000, 0.000000 
0.109250, -0.982963, 0.003916, -1.000000, 0.000000 
0.109500, -0.982914, 0.003930, -1.000000, 0.000000 
0.109750, -0.982866, 0.003943, -1.000000, 0.000000 
0.110000, -0.982817, 0.003957, -1.000000, 0.000000 
0.110250, -0.982769, 0.003971, -1.000000, 0.000000 
0.110500, -0.982720, 0.003984, -1.000000, 0.000000 
0.110750, -0.982672, 0.003998, -1.000000, 0.000000 
0.111000, -0.982624, 0.004011, -1.000000, 0.000000 
0.111250, -0.982575, 0.004025, -1.000000, 0.000000 
0.111500, -0.982527, 0.004038, -1.000000, 0.000000 
0.111750, -0.982479, 0.004052, -1.000000, 0.000000 
0.112000, -0.982431, 0.004066, -1.000000, 0.000000 
0.112250, -0.982383, 0.004079, -1.000000, 0.000000 
0.112500, -0.982335, 0.004093, -1.000000, 0.000000 
0.112750, -0.982287, 0.004106, -1.000000, 0.000000 
0.113000, -0.982239, 0.004120, -1.000000, 0.000000 
0.113250, -0.982191, 0.004133, -1.000000, 0.000000 
0.113500, -0.982143, 0.004146, -1.000000, 0.000000 
0.113750, -0.982095, 0.004160, -1.000000, 0.000000 
0.114000, -0.982047, 0.004173, -1.000000, 0.000000 
0.114250, -0.981999, 0.004187, -1.000000, 0.000000 
0.114500, -0.981952, 0.004200, -1.000000, 0.000000 
0.114750, -0.981904, 0.004214, -1.000000, 0.000000 
0.115000, -0.981857, 0.004227, -1.000000, 0.000000 
0.115250, -0.981809, 0.004240, -1.000000, 0.000000 
0.115500, -0.981762, 0.004254, -1.000000, 0.000000 
0.115750, -0.981714, 0.004267, -1.000000, 0.000000 
0.116000, -0.981667, 0.004281, -1.000000, 0.000000 
0.116250, -0.981620, 0.004294, -1.000000, 0.000000 
