t, xref,zref, xact,zact 
9.310000, 1.344874, 1.338166, 1.335801, 1.338177 
9.320000, 1.345748, 1.338217, 1.336678, 1.338301 
9.330000, 1.346622, 1.338261, 1.337555, 1.338418 
9.340000, 1.347494, 1.338299, 1.338432, 1.338527 
9.350000, 1.348365, 1.338330, 1.339308, 1.338629 
9.360000, 1.349235, 1.338354, 1.340184, 1.338723 
9.370000, 1.350105, 1.338372, 1.341060, 1.338810 
9.380000, 1.350973, 1.338383, 1.341935, 1.338890 
9.390000, 1.351840, 1.338388, 1.342809, 1.338963 
9.400000, 1.352706, 1.338387, 1.343683, 1.339028 
9.410000, 1.353570, 1.338379, 1.344556, 1.339087 
9.420000, 1.354433, 1.338365, 1.345429, 1.339138 
9.430000, 1.355295, 1.338345, 1.346300, 1.339182 
9.440000, 1.356155, 1.338318, 1.347171, 1.339220 
9.450000, 1.357015, 1.338286, 1.348041, 1.339250 
9.460000, 1.357872, 1.338247, 1.348910, 1.339274 
9.470000, 1.358728, 1.338202, 1.349778, 1.339291 
9.480000, 1.359583, 1.338152, 1.350645, 1.339301 
9.490000, 1.360436, 1.338095, 1.351511, 1.339305 
9.500000, 1.361287, 1.338033, 1.352375, 1.339302 
9.510000, 1.362137, 1.337965, 1.353239, 1.339293 
9.520000, 1.362985, 1.337891, 1.354101, 1.339277 
9.530000, 1.363831, 1.337812, 1.354962, 1.339254 
9.540000, 1.364675, 1.337727, 1.355822, 1.339226 
9.550000, 1.365518, 1.337636, 1.356680, 1.339191 
9.560000, 1.366359, 1.337540, 1.357537, 1.339150 
9.570000, 1.367198, 1.337438, 1.358393, 1.339103 
9.580000, 1.368035, 1.337331, 1.359247, 1.339049 
9.590000, 1.368871, 1.337219, 1.360100, 1.338990 
9.600000, 1.369704, 1.337101, 1.360951, 1.338925 
9.610000, 1.370536, 1.336978, 1.361800, 1.338854 
9.620000, 1.371365, 1.336850, 1.362648, 1.338777 
9.630000, 1.372193, 1.336717, 1.363494, 1.338694 
9.640000, 1.373018, 1.336579, 1.364338, 1.338605 
9.650000, 1.373842, 1.336435, 1.365181, 1.338511 
9.660000, 1.374663, 1.336287, 1.366022, 1.338411 
9.670000, 1.375483, 1.336134, 1.366862, 1.338306 
9.680000, 1.376300, 1.335975, 1.367700, 1.338195 
9.690000, 1.377115, 1.335812, 1.368538, 1.338078 
9.700000, 1.377928, 1.335645, 1.369373, 1.337955 
9.710000, 1.378739, 1.335472, 1.370207, 1.337828 
9.720000, 1.379548, 1.335295, 1.371039, 1.337695 
9.730000, 1.380354, 1.335113, 1.371869, 1.337557 
9.740000, 1.381158, 1.334927, 1.372697, 1.337414 
9.750000, 1.381961, 1.334736, 1.373523, 1.337265 
9.760000, 1.382760, 1.334541, 1.374347, 1.337112 
9.770000, 1.383558, 1.334341, 1.375168, 1.336954 
9.780000, 1.384353, 1.334137, 1.375987, 1.336791 
9.790000, 1.385147, 1.333928, 1.376805, 1.336624 
9.800000, 1.385937, 1.333715, 1.377619, 1.336451 
9.810000, 1.386726, 1.333498, 1.378432, 1.336274 
9.820000, 1.387512, 1.333277, 1.379242, 1.336093 
9.830000, 1.388296, 1.333052, 1.380051, 1.335907 
9.840000, 1.389078, 1.332822, 1.380856, 1.335716 
9.850000, 1.389857, 1.332589, 1.381660, 1.335520 
9.860000, 1.390634, 1.332351, 1.382461, 1.335321 
9.870000, 1.391409, 1.332110, 1.383260, 1.335117 
9.880000, 1.392181, 1.331865, 1.384057, 1.334908 
9.890000, 1.392951, 1.331616, 1.384852, 1.334695 
9.900000, 1.393718, 1.331363, 1.385644, 1.334478 
9.910000, 1.394484, 1.331106, 1.386434, 1.334257 
9.920000, 1.395246, 1.330845, 1.387221, 1.334031 
9.930000, 1.396007, 1.330581, 1.388006, 1.333802 
9.940000, 1.396765, 1.330313, 1.388789, 1.333568 
9.950000, 1.397521, 1.330042, 1.389570, 1.333330 
9.960000, 1.398274, 1.329767, 1.390348, 1.333089 
9.970000, 1.399025, 1.329489, 1.391124, 1.332843 
9.980000, 1.399774, 1.329207, 1.391898, 1.332593 
9.990000, 1.400520, 1.328922, 1.392669, 1.332340 
10.000000, 1.401264, 1.328633, 1.393438, 1.332083 
10.010000, 1.402005, 1.328341, 1.394204, 1.331822 
10.020000, 1.402744, 1.328045, 1.394968, 1.331557 
10.030000, 1.403481, 1.327747, 1.395730, 1.331288 
10.040000, 1.404215, 1.327445, 1.396490, 1.331016 
10.050000, 1.404947, 1.327140, 1.397247, 1.330740 
10.060000, 1.405677, 1.326832, 1.398001, 1.330461 
10.070000, 1.406404, 1.326521, 1.398754, 1.330178 
10.080000, 1.407129, 1.326206, 1.399504, 1.329892 
10.090000, 1.407851, 1.325889, 1.400251, 1.329603 
10.100000, 1.408571, 1.325569, 1.400997, 1.329309 
10.110000, 1.409289, 1.325246, 1.401739, 1.329013 
10.120000, 1.410004, 1.324920, 1.402480, 1.328713 
10.130000, 1.410717, 1.324591, 1.403218, 1.328410 
10.140000, 1.411428, 1.324259, 1.403954, 1.328104 
10.150000, 1.412136, 1.323924, 1.404687, 1.327795 
10.160000, 1.412842, 1.323587, 1.405418, 1.327482 
10.170000, 1.413546, 1.323247, 1.406147, 1.327166 
10.180000, 1.414247, 1.322904, 1.406873, 1.326848 
10.190000, 1.414946, 1.322558, 1.407597, 1.326526 
10.200000, 1.415643, 1.322210, 1.408318, 1.326201 
10.210000, 1.416337, 1.321860, 1.409037, 1.325873 
10.220000, 1.417029, 1.321506, 1.409754, 1.325543 
10.230000, 1.417719, 1.321151, 1.410469, 1.325209 
10.240000, 1.418407, 1.320792, 1.411181, 1.324873 
10.250000, 1.419092, 1.320432, 1.411891, 1.324534 
10.260000, 1.419775, 1.320069, 1.412598, 1.324192 
10.270000, 1.420456, 1.319703, 1.413303, 1.323847 
10.280000, 1.421134, 1.319335, 1.414006, 1.323500 
10.290000, 1.421810, 1.318965, 1.414707, 1.323150 
10.300000, 1.422484, 1.318593, 1.415405, 1.322797 
10.310000, 1.423156, 1.318218, 1.416101, 1.322442 
10.320000, 1.423826, 1.317841, 1.416794, 1.322085 
10.330000, 1.424493, 1.317462, 1.417486, 1.321724 
10.340000, 1.425158, 1.317081, 1.418175, 1.321362 
10.350000, 1.425821, 1.316697, 1.418861, 1.320996 
10.360000, 1.426482, 1.316312, 1.419546, 1.320629 
10.370000, 1.427141, 1.315924, 1.420228, 1.320259 
10.380000, 1.427797, 1.315534, 1.420908, 1.319887 
10.390000, 1.428451, 1.315143, 1.421586, 1.319512 
10.400000, 1.429104, 1.314749, 1.422261, 1.319135 
10.410000, 1.429754, 1.314353, 1.422934, 1.318756 
10.420000, 1.430402, 1.313956, 1.423606, 1.318375 
10.430000, 1.431048, 1.313556, 1.424274, 1.317991 
10.440000, 1.431692, 1.313155, 1.424941, 1.317605 
10.450000, 1.432333, 1.312752, 1.425606, 1.317217 
10.460000, 1.432973, 1.312346, 1.426268, 1.316827 
10.470000, 1.433611, 1.311940, 1.426928, 1.316435 
10.480000, 1.434246, 1.311531, 1.427586, 1.316041 
10.490000, 1.434880, 1.311120, 1.428242, 1.315645 
10.500000, 1.435512, 1.310708, 1.428896, 1.315247 
10.510000, 1.436141, 1.310294, 1.429547, 1.314847 
10.520000, 1.436769, 1.309879, 1.430197, 1.314445 
10.530000, 1.437395, 1.309462, 1.430844, 1.314042 
10.540000, 1.438018, 1.309043, 1.431489, 1.313636 
10.550000, 1.438640, 1.308622, 1.432133, 1.313229 
10.560000, 1.439260, 1.308200, 1.432774, 1.312819 
10.570000, 1.439878, 1.307776, 1.433413, 1.312408 
10.580000, 1.440494, 1.307351, 1.434050, 1.311995 
10.590000, 1.441108, 1.306925, 1.434685, 1.311581 
10.600000, 1.441721, 1.306496, 1.435318, 1.311164 
10.610000, 1.442331, 1.306067, 1.435949, 1.310746 
10.620000, 1.442940, 1.305636, 1.436578, 1.310327 
10.630000, 1.443546, 1.305203, 1.437205, 1.309905 
10.640000, 1.444151, 1.304769, 1.437831, 1.309483 
10.650000, 1.444754, 1.304334, 1.438454, 1.309058 
10.660000, 1.445356, 1.303897, 1.439075, 1.308632 
10.670000, 1.445955, 1.303459, 1.439694, 1.308204 
10.680000, 1.446553, 1.303020, 1.440312, 1.307775 
10.690000, 1.447149, 1.302579, 1.440927, 1.307345 
10.700000, 1.447743, 1.302137, 1.441541, 1.306913 
10.710000, 1.448336, 1.301694, 1.442153, 1.306479 
10.720000, 1.448927, 1.301249, 1.442763, 1.306044 
10.730000, 1.449516, 1.300804, 1.443371, 1.305608 
10.740000, 1.450104, 1.300357, 1.443977, 1.305170 
10.750000, 1.450690, 1.299908, 1.444582, 1.304731 
10.760000, 1.451274, 1.299459, 1.445184, 1.304290 
10.770000, 1.451857, 1.299009, 1.445785, 1.303848 
10.780000, 1.452438, 1.298557, 1.446384, 1.303405 
10.790000, 1.453017, 1.298104, 1.446982, 1.302961 
10.800000, 1.453595, 1.297651, 1.447577, 1.302515 
10.810000, 1.454171, 1.297196, 1.448171, 1.302068 
10.820000, 1.454746, 1.296740, 1.448764, 1.301620 
10.830000, 1.455319, 1.296283, 1.449354, 1.301171 
10.840000, 1.455891, 1.295825, 1.449943, 1.300720 
10.850000, 1.456461, 1.295366, 1.450530, 1.300269 
10.860000, 1.457030, 1.294906, 1.451116, 1.299816 
10.870000, 1.457597, 1.294445, 1.451700, 1.299362 
10.880000, 1.458163, 1.293983, 1.452282, 1.298907 
10.890000, 1.458727, 1.293520, 1.452863, 1.298451 
10.900000, 1.459290, 1.293056, 1.453442, 1.297993 
10.910000, 1.459852, 1.292591, 1.454019, 1.297535 
10.920000, 1.460412, 1.292126, 1.454595, 1.297076 
10.930000, 1.460970, 1.291659, 1.455170, 1.296615 
10.940000, 1.461528, 1.291192, 1.455743, 1.296154 
10.950000, 1.462084, 1.290723, 1.456314, 1.295691 
10.960000, 1.462639, 1.290254, 1.456884, 1.295228 
10.970000, 1.463192, 1.289784, 1.457452, 1.294764 
10.980000, 1.463744, 1.289313, 1.458019, 1.294298 
10.990000, 1.464295, 1.288842, 1.458585, 1.293832 
11.000000, 1.464844, 1.288369, 1.459149, 1.293365 
11.010000, 1.465393, 1.287896, 1.459711, 1.292897 
11.020000, 1.465940, 1.287422, 1.460273, 1.292428 
11.030000, 1.466485, 1.286948, 1.460833, 1.291958 
11.040000, 1.467030, 1.286472, 1.461391, 1.291487 
11.050000, 1.467573, 1.285996, 1.461948, 1.291016 
11.060000, 1.468116, 1.285519, 1.462504, 1.290543 
11.070000, 1.468657, 1.285042, 1.463059, 1.290070 
11.080000, 1.469197, 1.284564, 1.463612, 1.289596 
11.090000, 1.469736, 1.284085, 1.464164, 1.289121 
11.100000, 1.470273, 1.283605, 1.464714, 1.288646 
11.110000, 1.470810, 1.283125, 1.465264, 1.288170 
11.120000, 1.471345, 1.282645, 1.465812, 1.287693 
11.130000, 1.471880, 1.282163, 1.466359, 1.287215 
11.140000, 1.472413, 1.281681, 1.466905, 1.286736 
11.150000, 1.472946, 1.281199, 1.467449, 1.286257 
11.160000, 1.473477, 1.280715, 1.467992, 1.285777 
11.170000, 1.474008, 1.280232, 1.468535, 1.285297 
11.180000, 1.474537, 1.279747, 1.469076, 1.284815 
11.190000, 1.475065, 1.279263, 1.469615, 1.284333 
11.200000, 1.475593, 1.278777, 1.470154, 1.283851 
11.210000, 1.476120, 1.278291, 1.470692, 1.283368 
11.220000, 1.476645, 1.277805, 1.471228, 1.282884 
11.230000, 1.477170, 1.277318, 1.471764, 1.282400 
11.240000, 1.477694, 1.276831, 1.472298, 1.281915 
11.250000, 1.478217, 1.276343, 1.472832, 1.281429 
11.260000, 1.478739, 1.275854, 1.473364, 1.280943 
11.270000, 1.479260, 1.275366, 1.473896, 1.280456 
11.280000, 1.479781, 1.274876, 1.474426, 1.279969 
11.290000, 1.480301, 1.274387, 1.474956, 1.279481 
11.300000, 1.480820, 1.273896, 1.475484, 1.278993 
11.310000, 1.481338, 1.273406, 1.476012, 1.278504 
11.320000, 1.481855, 1.272915, 1.476538, 1.278015 
11.330000, 1.482372, 1.272424, 1.477064, 1.277525 
11.340000, 1.482888, 1.271932, 1.477589, 1.277035 
11.350000, 1.483403, 1.271440, 1.478113, 1.276544 
11.360000, 1.483917, 1.270947, 1.478636, 1.276053 
11.370000, 1.484431, 1.270454, 1.479158, 1.275561 
11.380000, 1.484944, 1.269961, 1.479680, 1.275069 
11.390000, 1.485457, 1.269468, 1.480200, 1.274576 
11.400000, 1.485969, 1.268974, 1.480720, 1.274083 
11.410000, 1.486480, 1.268479, 1.481239, 1.273590 
11.420000, 1.486991, 1.267985, 1.481758, 1.273096 
11.430000, 1.487501, 1.267490, 1.482275, 1.272602 
11.440000, 1.488011, 1.266995, 1.482792, 1.272107 
11.450000, 1.488520, 1.266500, 1.483308, 1.271612 
11.460000, 1.489028, 1.266004, 1.483824, 1.271117 
11.470000, 1.489536, 1.265508, 1.484338, 1.270621 
11.480000, 1.490044, 1.265012, 1.484853, 1.270125 
11.490000, 1.490551, 1.264515, 1.485366, 1.269629 
11.500000, 1.491057, 1.264019, 1.485879, 1.269133 
11.510000, 1.491563, 1.263522, 1.486391, 1.268636 
11.520000, 1.492069, 1.263025, 1.486903, 1.268138 
11.530000, 1.492574, 1.262527, 1.487414, 1.267641 
11.540000, 1.493079, 1.262030, 1.487924, 1.267143 
11.550000, 1.493584, 1.261532, 1.488434, 1.266645 
11.560000, 1.494088, 1.261034, 1.488943, 1.266146 
11.570000, 1.494591, 1.260536, 1.489452, 1.265648 
11.580000, 1.495095, 1.260038, 1.489960, 1.265149 
11.590000, 1.495598, 1.259539, 1.490468, 1.264649 
11.600000, 1.496101, 1.259041, 1.490976, 1.264150 
11.610000, 1.496603, 1.258542, 1.491483, 1.263650 
11.620000, 1.497105, 1.258043, 1.491989, 1.263151 
11.630000, 1.497607, 1.257544, 1.492495, 1.262650 
11.640000, 1.498109, 1.257045, 1.493001, 1.262150 
11.650000, 1.498611, 1.256546, 1.493506, 1.261650 
11.660000, 1.499112, 1.256046, 1.494011, 1.261149 
11.670000, 1.499613, 1.255547, 1.494516, 1.260648 
11.680000, 1.500114, 1.255047, 1.495020, 1.260147 
11.690000, 1.500614, 1.254548, 1.495524, 1.259646 
11.700000, 1.501115, 1.254048, 1.496027, 1.259145 
11.710000, 1.501616, 1.253548, 1.496530, 1.258643 
11.720000, 1.502116, 1.253048, 1.497033, 1.258142 
11.730000, 1.502616, 1.252548, 1.497536, 1.257640 
11.740000, 1.503116, 1.252049, 1.498039, 1.257138 
11.750000, 1.503616, 1.251549, 1.498541, 1.256636 
11.760000, 1.504116, 1.251049, 1.499043, 1.256134 
11.770000, 1.504616, 1.250549, 1.499545, 1.255632 
11.780000, 1.505117, 1.250049, 1.500046, 1.255130 
11.790000, 1.505617, 1.249549, 1.500548, 1.254627 
11.800000, 1.506117, 1.249049, 1.501049, 1.254125 
11.810000, 1.506617, 1.248549, 1.501551, 1.253622 
11.820000, 1.507117, 1.248049, 1.502052, 1.253120 
11.830000, 1.507617, 1.247549, 1.502553, 1.252617 
11.840000, 1.508117, 1.247049, 1.503053, 1.252114 
11.850000, 1.508617, 1.246549, 1.503554, 1.251612 
11.860000, 1.509118, 1.246049, 1.504055, 1.251109 
11.870000, 1.509618, 1.245550, 1.504556, 1.250606 
11.880000, 1.510119, 1.245050, 1.505057, 1.250103 
11.890000, 1.510620, 1.244550, 1.505557, 1.249601 
11.900000, 1.511121, 1.244051, 1.506058, 1.249098 
11.910000, 1.511622, 1.243551, 1.506559, 1.248595 
11.920000, 1.512124, 1.243052, 1.507060, 1.248092 
11.930000, 1.512625, 1.242553, 1.507560, 1.247590 
11.940000, 1.513127, 1.242054, 1.508061, 1.247087 
11.950000, 1.513629, 1.241555, 1.508562, 1.246584 
11.960000, 1.514132, 1.241056, 1.509064, 1.246082 
11.970000, 1.514635, 1.240558, 1.509565, 1.245579 
11.980000, 1.515138, 1.240059, 1.510066, 1.245077 
11.990000, 1.515641, 1.239561, 1.510568, 1.244574 
12.000000, 1.516145, 1.239063, 1.511070, 1.244072 
12.010000, 1.516649, 1.238565, 1.511571, 1.243570 
12.020000, 1.517153, 1.238067, 1.512074, 1.243068 
12.030000, 1.517658, 1.237569, 1.512576, 1.242566 
12.040000, 1.518163, 1.237072, 1.513078, 1.242064 
12.050000, 1.518668, 1.236575, 1.513581, 1.241562 
12.060000, 1.519174, 1.236078, 1.514084, 1.241060 
12.070000, 1.519681, 1.235581, 1.514588, 1.240559 
12.080000, 1.520188, 1.235085, 1.515091, 1.240057 
12.090000, 1.520695, 1.234588, 1.515595, 1.239556 
12.100000, 1.521203, 1.234092, 1.516100, 1.239055 
12.110000, 1.521712, 1.233597, 1.516604, 1.238554 
12.120000, 1.522220, 1.233101, 1.517109, 1.238053 
12.130000, 1.522730, 1.232606, 1.517615, 1.237553 
12.140000, 1.523240, 1.232111, 1.518121, 1.237052 
12.150000, 1.523751, 1.231617, 1.518627, 1.236552 
12.160000, 1.524262, 1.231122, 1.519134, 1.236052 
12.170000, 1.524774, 1.230628, 1.519641, 1.235552 
12.180000, 1.525286, 1.230135, 1.520148, 1.235053 
12.190000, 1.525799, 1.229642, 1.520656, 1.234553 
12.200000, 1.526313, 1.229149, 1.521165, 1.234054 
12.210000, 1.526827, 1.228656, 1.521674, 1.233555 
12.220000, 1.527342, 1.228164, 1.522183, 1.233057 
12.230000, 1.527858, 1.227672, 1.522693, 1.232559 
12.240000, 1.528375, 1.227181, 1.523204, 1.232061 
12.250000, 1.528892, 1.226690, 1.523715, 1.231563 
12.260000, 1.529410, 1.226199, 1.524227, 1.231065 
12.270000, 1.529929, 1.225709, 1.524740, 1.230568 
12.280000, 1.530448, 1.225219, 1.525253, 1.230071 
12.290000, 1.530969, 1.224730, 1.525766, 1.229575 
12.300000, 1.531490, 1.224241, 1.526281, 1.229079 
12.310000, 1.532012, 1.223752, 1.526796, 1.228583 
12.320000, 1.532535, 1.223264, 1.527311, 1.228087 
12.330000, 1.533058, 1.222777, 1.527828, 1.227592 
12.340000, 1.533583, 1.222290, 1.528345, 1.227098 
12.350000, 1.534108, 1.221803, 1.528863, 1.226603 
12.360000, 1.534635, 1.221317, 1.529381, 1.226109 
12.370000, 1.535162, 1.220832, 1.529901, 1.225616 
12.380000, 1.535690, 1.220347, 1.530421, 1.225122 
12.390000, 1.536220, 1.219862, 1.530942, 1.224630 
12.400000, 1.536750, 1.219379, 1.531463, 1.224137 
12.410000, 1.537281, 1.218895, 1.531986, 1.223645 
12.420000, 1.537813, 1.218413, 1.532509, 1.223154 
12.430000, 1.538346, 1.217931, 1.533034, 1.222663 
12.440000, 1.538881, 1.217449, 1.533559, 1.222172 
12.450000, 1.539416, 1.216968, 1.534085, 1.221682 
12.460000, 1.539953, 1.216488, 1.534612, 1.221193 
12.470000, 1.540490, 1.216008, 1.535140, 1.220703 
12.480000, 1.541029, 1.215529, 1.535669, 1.220215 
12.490000, 1.541568, 1.215051, 1.536198, 1.219727 
12.500000, 1.542109, 1.214573, 1.536729, 1.219239 
12.510000, 1.542651, 1.214096, 1.537261, 1.218752 
12.520000, 1.543194, 1.213620, 1.537794, 1.218266 
12.530000, 1.543739, 1.213145, 1.538328, 1.217780 
12.540000, 1.544284, 1.212670, 1.538862, 1.217295 
12.550000, 1.544831, 1.212196, 1.539398, 1.216810 
12.560000, 1.545379, 1.211723, 1.539935, 1.216326 
12.570000, 1.545928, 1.211250, 1.540473, 1.215842 
12.580000, 1.546479, 1.210778, 1.541012, 1.215359 
12.590000, 1.547031, 1.210307, 1.541553, 1.214877 
12.600000, 1.547584, 1.209837, 1.542094, 1.214396 
12.610000, 1.548138, 1.209368, 1.542637, 1.213915 
12.620000, 1.548694, 1.208899, 1.543180, 1.213434 
12.630000, 1.549251, 1.208432, 1.543725, 1.212955 
12.640000, 1.549810, 1.207965, 1.544271, 1.212476 
12.650000, 1.550370, 1.207499, 1.544819, 1.211998 
12.660000, 1.550931, 1.207034, 1.545367, 1.211520 
12.670000, 1.551493, 1.206570, 1.545917, 1.211044 
12.680000, 1.552057, 1.206107, 1.546468, 1.210568 
12.690000, 1.552623, 1.205645, 1.547021, 1.210092 
12.700000, 1.553190, 1.205184, 1.547574, 1.209618 
12.710000, 1.553758, 1.204724, 1.548129, 1.209144 
12.720000, 1.554328, 1.204264, 1.548687, 1.208671 
12.730000, 1.554900, 1.203806, 1.549246, 1.208198 
12.740000, 1.555473, 1.203349, 1.549807, 1.207726 
12.750000, 1.556047, 1.202893, 1.550369, 1.207254 
12.760000, 1.556623, 1.202438, 1.550933, 1.206784 
12.770000, 1.557201, 1.201984, 1.551498, 1.206314 
12.780000, 1.557780, 1.201531, 1.552065, 1.205845 
12.790000, 1.558360, 1.201079, 1.552632, 1.205378 
12.800000, 1.558943, 1.200628, 1.553201, 1.204911 
12.810000, 1.559527, 1.200179, 1.553772, 1.204446 
12.820000, 1.560112, 1.199730, 1.554343, 1.203981 
12.830000, 1.560700, 1.199283, 1.554916, 1.203518 
12.840000, 1.561288, 1.198837, 1.555491, 1.203056 
12.850000, 1.561879, 1.198393, 1.556067, 1.202594 
12.860000, 1.562471, 1.197949, 1.556644, 1.202134 
12.870000, 1.563065, 1.197507, 1.557223, 1.201675 
12.880000, 1.563661, 1.197066, 1.557803, 1.201217 
12.890000, 1.564259, 1.196626, 1.558385, 1.200760 
12.900000, 1.564858, 1.196188, 1.558968, 1.200305 
12.910000, 1.565459, 1.195751, 1.559553, 1.199850 
12.920000, 1.566062, 1.195315, 1.560139, 1.199397 
12.930000, 1.566666, 1.194881, 1.560727, 1.198944 
12.940000, 1.567273, 1.194448, 1.561317, 1.198493 
12.950000, 1.567881, 1.194017, 1.561908, 1.198044 
12.960000, 1.568491, 1.193587, 1.562501, 1.197595 
12.970000, 1.569103, 1.193159, 1.563096, 1.197148 
12.980000, 1.569717, 1.192732, 1.563692, 1.196701 
12.990000, 1.570332, 1.192306, 1.564290, 1.196256 
13.000000, 1.570950, 1.191882, 1.564890, 1.195813 
13.010000, 1.571569, 1.191460, 1.565492, 1.195370 
13.020000, 1.572191, 1.191039, 1.566095, 1.194930 
13.030000, 1.572814, 1.190620, 1.566700, 1.194490 
13.040000, 1.573439, 1.190202, 1.567306, 1.194052 
13.050000, 1.574067, 1.189786, 1.567915, 1.193615 
13.060000, 1.574696, 1.189372, 1.568526, 1.193179 
13.070000, 1.575327, 1.188960, 1.569138, 1.192745 
13.080000, 1.575960, 1.188549, 1.569753, 1.192312 
13.090000, 1.576596, 1.188140, 1.570369, 1.191881 
13.100000, 1.577233, 1.187733, 1.570987, 1.191450 
13.110000, 1.577872, 1.187327, 1.571608, 1.191021 
13.120000, 1.578514, 1.186923, 1.572230, 1.190594 
13.130000, 1.579157, 1.186522, 1.572854, 1.190168 
13.140000, 1.579803, 1.186122, 1.573480, 1.189743 
13.150000, 1.580450, 1.185724, 1.574108, 1.189319 
13.160000, 1.581100, 1.185328, 1.574738, 1.188898 
13.170000, 1.581752, 1.184934, 1.575370, 1.188477 
13.180000, 1.582406, 1.184542, 1.576004, 1.188059 
13.190000, 1.583062, 1.184151, 1.576640, 1.187642 
13.200000, 1.583720, 1.183763, 1.577278, 1.187226 
13.210000, 1.584380, 1.183377, 1.577918, 1.186813 
13.220000, 1.585043, 1.182994, 1.578560, 1.186401 
13.230000, 1.585708, 1.182612, 1.579204, 1.185991 
13.240000, 1.586375, 1.182232, 1.579850, 1.185582 
13.250000, 1.587044, 1.181855, 1.580499, 1.185176 
13.260000, 1.587715, 1.181480, 1.581149, 1.184771 
13.270000, 1.588389, 1.181107, 1.581801, 1.184368 
13.280000, 1.589065, 1.180736, 1.582456, 1.183968 
13.290000, 1.589743, 1.180368, 1.583112, 1.183569 
13.300000, 1.590423, 1.180002, 1.583771, 1.183172 
13.310000, 1.591105, 1.179639, 1.584432, 1.182777 
13.320000, 1.591790, 1.179278, 1.585094, 1.182386 
13.330000, 1.592477, 1.178919, 1.585757, 1.181997 
13.340000, 1.593167, 1.178563, 1.586423, 1.181610 
13.350000, 1.593858, 1.178209, 1.587090, 1.181226 
13.360000, 1.594552, 1.177858, 1.587759, 1.180845 
13.370000, 1.595248, 1.177509, 1.588430, 1.180465 
13.380000, 1.595947, 1.177163, 1.589104, 1.180088 
13.390000, 1.596648, 1.176820, 1.589780, 1.179714 
13.400000, 1.597351, 1.176479, 1.590459, 1.179341 
13.410000, 1.598057, 1.176141, 1.591140, 1.178971 
13.420000, 1.598764, 1.175806, 1.591823, 1.178604 
13.430000, 1.599475, 1.175474, 1.592509, 1.178239 
13.440000, 1.600187, 1.175144, 1.593197, 1.177876 
13.450000, 1.600902, 1.174818, 1.593888, 1.177515 
13.460000, 1.601619, 1.174494, 1.594581, 1.177158 
13.470000, 1.602339, 1.174173, 1.595277, 1.176802 
13.480000, 1.603061, 1.173855, 1.595975, 1.176450 
13.490000, 1.603785, 1.173540, 1.596675, 1.176100 
13.500000, 1.604512, 1.173228, 1.597378, 1.175752 
13.510000, 1.605241, 1.172920, 1.598083, 1.175408 
13.520000, 1.605972, 1.172614, 1.598791, 1.175066 
13.530000, 1.606706, 1.172312, 1.599501, 1.174727 
13.540000, 1.607443, 1.172012, 1.600213, 1.174390 
13.550000, 1.608181, 1.171716, 1.600928, 1.174057 
13.560000, 1.608922, 1.171424, 1.601645, 1.173726 
13.570000, 1.609665, 1.171134, 1.602365, 1.173398 
13.580000, 1.610411, 1.170848, 1.603087, 1.173073 
13.590000, 1.611159, 1.170566, 1.603811, 1.172751 
13.600000, 1.611910, 1.170287, 1.604537, 1.172432 
13.610000, 1.612663, 1.170011, 1.605267, 1.172116 
13.620000, 1.613418, 1.169739, 1.605998, 1.171803 
13.630000, 1.614176, 1.169471, 1.606732, 1.171493 
13.640000, 1.614936, 1.169206, 1.607468, 1.171187 
13.650000, 1.615698, 1.168944, 1.608207, 1.170883 
13.660000, 1.616463, 1.168687, 1.608948, 1.170583 
13.670000, 1.617230, 1.168433, 1.609691, 1.170286 
13.680000, 1.617999, 1.168183, 1.610437, 1.169992 
13.690000, 1.618771, 1.167937, 1.611185, 1.169702 
13.700000, 1.619545, 1.167695, 1.611935, 1.169415 
13.710000, 1.620322, 1.167457, 1.612688, 1.169131 
13.720000, 1.621101, 1.167223, 1.613443, 1.168851 
13.730000, 1.621882, 1.166992, 1.614201, 1.168575 
13.740000, 1.622665, 1.166766, 1.614961, 1.168302 
13.750000, 1.623451, 1.166544, 1.615723, 1.168032 
13.760000, 1.624239, 1.166327, 1.616488, 1.167766 
13.770000, 1.625030, 1.166113, 1.617255, 1.167504 
13.780000, 1.625822, 1.165904, 1.618024, 1.167245 
13.790000, 1.626617, 1.165699, 1.618796, 1.166991 
13.800000, 1.627415, 1.165498, 1.619570, 1.166740 
13.810000, 1.628214, 1.165302, 1.620346, 1.166493 
13.820000, 1.629016, 1.165110, 1.621125, 1.166249 
13.830000, 1.629819, 1.164923, 1.621906, 1.166010 
13.840000, 1.630626, 1.164740, 1.622689, 1.165775 
13.850000, 1.631434, 1.164562, 1.623475, 1.165544 
13.860000, 1.632244, 1.164389, 1.624263, 1.165316 
13.870000, 1.633057, 1.164220, 1.625053, 1.165094 
13.880000, 1.633872, 1.164056, 1.625846, 1.164875 
13.890000, 1.634688, 1.163897, 1.626640, 1.164660 
13.900000, 1.635507, 1.163743, 1.627437, 1.164450 
13.910000, 1.636328, 1.163593, 1.628237, 1.164244 
13.920000, 1.637152, 1.163449, 1.629038, 1.164043 
13.930000, 1.637977, 1.163310, 1.629842, 1.163846 
13.940000, 1.638804, 1.163175, 1.630647, 1.163653 
13.950000, 1.639633, 1.163046, 1.631455, 1.163466 
13.960000, 1.640464, 1.162922, 1.632265, 1.163282 
