t, PE, KE, TE, q1, q2, 
0.000000, 56.458170, 0.000000, 56.458170, 0.500000, 0.000000 
0.001250, 56.457646, 0.731224, 57.188870, 0.500739, -0.002737 
0.002500, 56.456064, 2.744987, 59.201051, 0.502877, -0.010691 
0.003750, 56.453222, 5.796687, 62.249909, 0.506312, -0.023527 
0.005000, 56.448728, 9.676490, 66.125219, 0.510939, -0.040893 
0.006250, 56.442039, 14.205722, 70.647760, 0.516660, -0.062478 
0.007500, 56.432512, 19.239043, 75.671556, 0.523376, -0.087947 
0.008750, 56.419438, 24.658572, 81.078010, 0.530994, -0.117001 
0.010000, 56.402084, 30.375957, 86.778041, 0.539417, -0.149317 
0.011250, 56.379718, 36.323517, 92.703235, 0.548553, -0.184600 
0.012500, 56.351648, 42.455647, 98.807295, 0.558309, -0.222541 
0.013750, 56.317231, 48.737691, 105.054922, 0.568596, -0.262850 
0.015000, 56.275908, 55.147513, 111.423420, 0.579324, -0.305235 
0.016250, 56.227203, 61.663947, 117.891149, 0.590410, -0.349427 
0.017500, 56.170742, 68.269965, 124.440707, 0.601773, -0.395158 
0.018750, 56.106243, 74.942550, 131.048793, 0.613339, -0.442187 
0.020000, 56.033527, 81.658191, 137.691717, 0.625038, -0.490283 
0.021250, 55.952500, 88.384935, 144.337435, 0.636808, -0.539239 
0.022500, 55.863154, 95.089732, 150.952886, 0.648592, -0.588866 
0.023750, 55.765554, 101.732297, 157.497852, 0.660340, -0.638996 
0.025000, 55.659827, 108.273120, 163.932947, 0.672007, -0.689476 
0.026250, 55.546158, 114.668373, 170.214532, 0.683555, -0.740176 
0.027500, 55.424773, 120.877519, 176.302292, 0.694951, -0.790979 
0.028750, 55.295942, 126.858684, 182.154625, 0.706167, -0.841785 
0.030000, 55.159955, 132.575267, 187.735222, 0.717179, -0.892505 
0.031250, 55.017141, 137.991550, 193.008691, 0.727966, -0.943066 
0.032500, 54.867831, 143.078139, 197.945970, 0.738513, -0.993402 
0.033750, 54.712386, 147.807805, 202.520191, 0.748806, -1.043457 
0.035000, 54.551161, 152.159834, 206.710995, 0.758833, -1.093187 
0.036250, 54.384537, 156.116184, 210.500721, 0.768585, -1.142549 
0.037500, 54.212879, 159.664916, 213.877795, 0.778057, -1.191512 
0.038750, 54.036576, 162.796745, 216.833321, 0.787241, -1.240044 
0.040000, 53.855995, 165.507730, 219.363725, 0.796136, -1.288125 
0.041250, 53.671524, 167.796270, 221.467794, 0.804737, -1.335732 
0.042500, 53.483527, 169.665205, 223.148732, 0.813043, -1.382850 
0.043750, 53.292386, 171.119271, 224.411657, 0.821053, -1.429464 
0.045000, 53.098458, 172.166734, 225.265192, 0.828767, -1.475564 
0.046250, 52.902115, 172.817285, 225.719400, 0.836185, -1.521140 
0.047500, 52.703702, 173.083304, 225.787007, 0.843308, -1.566184 
0.048750, 52.503583, 172.978155, 225.481738, 0.850137, -1.610691 
0.050000, 52.302086, 172.517160, 224.819246, 0.856675, -1.654656 
0.051250, 52.099562, 171.716240, 223.815802, 0.862922, -1.698075 
0.052500, 51.896327, 170.592658, 222.488985, 0.868881, -1.740946 
0.053750, 51.692715, 169.163963, 220.856678, 0.874554, -1.783265 
0.055000, 51.489025, 167.448541, 218.937566, 0.879944, -1.825034 
0.056250, 51.285576, 165.464813, 216.750389, 0.885052, -1.866249 
0.057500, 51.082651, 163.231632, 214.314284, 0.889883, -1.906913 
0.058750, 50.880552, 160.767694, 211.648246, 0.894437, -1.947022 
0.060000, 50.679542, 158.091807, 208.771349, 0.898718, -1.986580 
0.061250, 50.479907, 155.222473, 205.702380, 0.902729, -2.025585 
0.062500, 50.281892, 152.178061, 202.459953, 0.906472, -2.064040 
0.063750, 50.085762, 148.976521, 199.062284, 0.909950, -2.101943 
0.065000, 49.891746, 145.635481, 195.527227, 0.913166, -2.139299 
0.066250, 49.700089, 142.172070, 191.872159, 0.916122, -2.176105 
0.067500, 49.511000, 138.602948, 188.113947, 0.918822, -2.212365 
0.068750, 49.324704, 134.944219, 184.268924, 0.921268, -2.248078 
0.070000, 49.141391, 131.211412, 180.352803, 0.923463, -2.283248 
0.071250, 48.961267, 127.419461, 176.380728, 0.925410, -2.317875 
0.072500, 48.784500, 123.582643, 172.367143, 0.927111, -2.351960 
0.073750, 48.611277, 119.714621, 168.325898, 0.928569, -2.385504 
0.075000, 48.441746, 115.828343, 164.270089, 0.929788, -2.418511 
0.076250, 48.276072, 111.936136, 160.212208, 0.930769, -2.450979 
0.077500, 48.114384, 108.049572, 156.163957, 0.931516, -2.482912 
0.078750, 47.956827, 104.179607, 152.136434, 0.932032, -2.514309 
0.080000, 47.803509, 100.336422, 148.139932, 0.932319, -2.545175 
0.081250, 47.654555, 96.529592, 144.184147, 0.932380, -2.575507 
0.082500, 47.510053, 92.767914, 140.277967, 0.932218, -2.605311 
0.083750, 47.370107, 89.059598, 136.429705, 0.931836, -2.634585 
0.085000, 47.234787, 85.412084, 132.646871, 0.931237, -2.663332 
0.086250, 47.104177, 81.832255, 128.936432, 0.930423, -2.691553 
0.087500, 46.978327, 78.326242, 125.304569, 0.929398, -2.719250 
0.088750, 46.857303, 74.899651, 121.756953, 0.928165, -2.746424 
0.090000, 46.741135, 71.557371, 118.298506, 0.926726, -2.773078 
0.091250, 46.629872, 68.303802, 114.933673, 0.925085, -2.799212 
0.092500, 46.523526, 65.142666, 111.666193, 0.923244, -2.824830 
0.093750, 46.422128, 62.077243, 108.499371, 0.921206, -2.849931 
0.095000, 46.325674, 59.110178, 105.435852, 0.918974, -2.874519 
0.096250, 46.234178, 56.243720, 102.477898, 0.916552, -2.898594 
0.097500, 46.147619, 53.479540, 99.627159, 0.913942, -2.922160 
0.098750, 46.065996, 50.818958, 96.884954, 0.911146, -2.945218 
0.100000, 45.989275, 48.262773, 94.252048, 0.908169, -2.967771 
0.101250, 45.917438, 45.811481, 91.728919, 0.905013, -2.989819 
0.102500, 45.850440, 43.465117, 89.315556, 0.901680, -3.011368 
0.103750, 45.788248, 41.223462, 87.011710, 0.898174, -3.032417 
0.105000, 45.730804, 39.085894, 84.816698, 0.894497, -3.052970 
0.106250, 45.678066, 37.051585, 82.729651, 0.890653, -3.073030 
0.107500, 45.629963, 35.119359, 80.749322, 0.886643, -3.092599 
0.108750, 45.586441, 33.287882, 78.874323, 0.882472, -3.111679 
0.110000, 45.547422, 31.555527, 77.102949, 0.878141, -3.130274 
0.111250, 45.512841, 29.920548, 75.433389, 0.873653, -3.148387 
0.112500, 45.482611, 28.380962, 73.863573, 0.869011, -3.166020 
0.113750, 45.456660, 26.934700, 72.391360, 0.864218, -3.183177 
0.115000, 45.434893, 25.579507, 71.014401, 0.859276, -3.199861 
0.116250, 45.417231, 24.313076, 69.730307, 0.854187, -3.216074 
0.117500, 45.403573, 23.132957, 68.536530, 0.848956, -3.231820 
0.118750, 45.393834, 22.036673, 67.430507, 0.843583, -3.247103 
0.120000, 45.387907, 21.021651, 66.409559, 0.838072, -3.261926 
0.121250, 45.385703, 20.085310, 65.471012, 0.832426, -3.276292 
0.122500, 45.387111, 19.225008, 64.612119, 0.826646, -3.290205 
0.123750, 45.392037, 18.438114, 63.830151, 0.820735, -3.303668 
0.125000, 45.400368, 17.721973, 63.122341, 0.814696, -3.316685 
0.126250, 45.412007, 17.073948, 62.485954, 0.808531, -3.329260 
0.127500, 45.426838, 16.491409, 61.918247, 0.802243, -3.341396 
0.128750, 45.444762, 15.971756, 61.416517, 0.795833, -3.353096 
0.130000, 45.465662, 15.512417, 60.978079, 0.789306, -3.364365 
0.131250, 45.489437, 15.110857, 60.600294, 0.782662, -3.375206 
0.132500, 45.515970, 14.764592, 60.280562, 0.775905, -3.385624 
0.133750, 45.545158, 14.471175, 60.016333, 0.769036, -3.395621 
0.135000, 45.576886, 14.228230, 59.805116, 0.762059, -3.405203 
0.136250, 45.611049, 14.033417, 59.644466, 0.754974, -3.414371 
0.137500, 45.647532, 13.884483, 59.532016, 0.747786, -3.423131 
0.138750, 45.686233, 13.779207, 59.465441, 0.740496, -3.431486 
0.140000, 45.727038, 13.715469, 59.442507, 0.733107, -3.439441 
0.141250, 45.769843, 13.691177, 59.461020, 0.725620, -3.446998 
0.142500, 45.814538, 13.704347, 59.518885, 0.718039, -3.454163 
0.143750, 45.861020, 13.753021, 59.614041, 0.710365, -3.460938 
0.145000, 45.909180, 13.835356, 59.744536, 0.702601, -3.467328 
0.146250, 45.958918, 13.949527, 59.908446, 0.694748, -3.473337 
0.147500, 46.010128, 14.093832, 60.103960, 0.686811, -3.478969 
0.148750, 46.062711, 14.266576, 60.329287, 0.678789, -3.484227 
0.150000, 46.116563, 14.466195, 60.582759, 0.670687, -3.489116 
0.151250, 46.171590, 14.691124, 60.862714, 0.662505, -3.493639 
0.152500, 46.227689, 14.939928, 61.167617, 0.654247, -3.497801 
0.153750, 46.284769, 15.211166, 61.495935, 0.645914, -3.501604 
0.155000, 46.342732, 15.503529, 61.846261, 0.637509, -3.505055 
0.156250, 46.401488, 15.815693, 62.217181, 0.629033, -3.508155 
0.157500, 46.460943, 16.146466, 62.607409, 0.620490, -3.510910 
0.158750, 46.521011, 16.494631, 63.015643, 0.611880, -3.513323 
0.160000, 46.581602, 16.859108, 63.440710, 0.603207, -3.515398 
0.161250, 46.642632, 17.238782, 63.881413, 0.594472, -3.517139 
0.162500, 46.704015, 17.632669, 64.336684, 0.585678, -3.518550 
0.163750, 46.765671, 18.039750, 64.805421, 0.576826, -3.519634 
0.165000, 46.827519, 18.459132, 65.286651, 0.567919, -3.520396 
0.166250, 46.889482, 18.889878, 65.779360, 0.558959, -3.520840 
0.167500, 46.951482, 19.331180, 66.282662, 0.549948, -3.520969 
0.168750, 47.013448, 19.782174, 66.795622, 0.540887, -3.520788 
0.170000, 47.075304, 20.242126, 67.317430, 0.531779, -3.520300 
0.171250, 47.136984, 20.710240, 67.847223, 0.522626, -3.519509 
0.172500, 47.198416, 21.185846, 68.384262, 0.513430, -3.518419 
0.173750, 47.259537, 21.668207, 68.927744, 0.504192, -3.517033 
0.175000, 47.320282, 22.156709, 69.476991, 0.494916, -3.515357 
0.176250, 47.380590, 22.650667, 70.031257, 0.485602, -3.513392 
0.177500, 47.440399, 23.149517, 70.589916, 0.476252, -3.511145 
0.178750, 47.499654, 23.652615, 71.152269, 0.466870, -3.508617 
0.180000, 47.558297, 24.159441, 71.717738, 0.457455, -3.505813 
0.181250, 47.616277, 24.669389, 72.285665, 0.448011, -3.502736 
0.182500, 47.673540, 25.181971, 72.855511, 0.438539, -3.499392 
0.183750, 47.730038, 25.696615, 73.426653, 0.429042, -3.495782 
0.185000, 47.785724, 26.212862, 73.998586, 0.419520, -3.491911 
0.186250, 47.840551, 26.730165, 74.570716, 0.409975, -3.487783 
0.187500, 47.894478, 27.248090, 75.142568, 0.400411, -3.483401 
0.188750, 47.947462, 27.766109, 75.713571, 0.390827, -3.478770 
0.190000, 47.999464, 28.283808, 76.283273, 0.381227, -3.473892 
0.191250, 48.050448, 28.800677, 76.851125, 0.371611, -3.468771 
